IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
132.145.251.53,2083,0,true,FRA,Europe,Frankfurt,152,1.30
130.61.86.37,2052,2052,false,FRA,Europe,Frankfurt,380,1.30
141.147.69.204,2096,0,true,LHR,Europe,London,183,1.30
130.162.176.24,2087,0,true,LHR,Europe,London,176,1.30
130.61.86.109,2082,0,false,FRA,Europe,Frankfurt,329,1.30
141.147.166.165,443,80,true,NRT,Asia Pacific,Tokyo,397,1.30
130.61.138.205,2053,0,true,FRA,Europe,Frankfurt,394,1.30
129.154.223.53,443,80,true,NRT,Asia Pacific,Tokyo,190,1.30
152.70.165.127,8443,0,true,FRA,Europe,Frankfurt,154,1.30
141.147.189.39,2087,0,true,NRT,Asia Pacific,Tokyo,646,1.30
146.56.115.90,2096,0,true,NRT,Asia Pacific,Tokyo,167,1.29
158.101.174.31,2053,0,true,FRA,Europe,Frankfurt,393,1.29
130.61.233.66,2082,0,false,FRA,Europe,Frankfurt,363,1.29
132.145.20.165,2096,0,true,LHR,Europe,London,178,1.29
140.238.70.132,2086,2086,false,LHR,Europe,London,159,1.29
130.61.142.254,2087,0,true,FRA,Europe,Frankfurt,368,1.29
152.70.98.62,2096,2096,true,NRT,Asia Pacific,Tokyo,336,1.29
158.180.41.27,8443,0,true,FRA,Europe,Frankfurt,250,1.29
130.61.223.87,2082,0,false,FRA,Europe,Frankfurt,360,1.29
130.61.235.191,8080,0,false,FRA,Europe,Frankfurt,354,1.29
130.61.86.109,443,0,true,FRA,Europe,Frankfurt,389,1.29
141.147.38.203,443,80,true,FRA,Europe,Frankfurt,158,1.29
130.61.233.156,80,0,false,FRA,Europe,Frankfurt,286,1.29
130.61.184.34,2083,0,true,FRA,Europe,Frankfurt,371,1.29
130.61.19.40,443,0,true,FRA,Europe,Frankfurt,158,1.29
141.147.70.114,8880,8880,false,LHR,Europe,London,160,1.29
130.61.33.219,2052,2052,false,FRA,Europe,Frankfurt,351,1.29
141.147.51.152,8443,0,true,FRA,Europe,Frankfurt,155,1.29
130.61.176.52,443,80,true,FRA,Europe,Frankfurt,315,1.29
130.61.141.189,8080,0,false,FRA,Europe,Frankfurt,153,1.29
158.101.161.106,8080,8080,false,FRA,Europe,Frankfurt,162,1.29
130.61.244.155,2095,0,false,FRA,Europe,Frankfurt,336,1.29
158.180.46.20,8443,0,true,FRA,Europe,Frankfurt,365,1.29
130.61.22.213,2083,0,true,FRA,Europe,Frankfurt,360,1.29
130.61.30.168,2087,0,true,FRA,Europe,Frankfurt,333,1.29
138.2.156.216,2052,2052,false,FRA,Europe,Frankfurt,162,1.29
130.61.138.40,2086,2086,false,FRA,Europe,Frankfurt,370,1.28
130.61.157.199,8880,8880,false,FRA,Europe,Frankfurt,343,1.28
138.2.36.5,2052,0,false,KIX,Asia Pacific,Osaka,84,1.28
130.61.23.115,8443,0,true,FRA,Europe,Frankfurt,375,1.28
132.226.6.142,2086,0,false,NRT,Asia Pacific,Tokyo,238,1.28
140.238.92.197,2053,0,true,LHR,Europe,London,308,1.28
140.238.10.178,2086,2086,false,NRT,Asia Pacific,Tokyo,114,1.28
158.101.161.106,8443,0,true,FRA,Europe,Frankfurt,367,1.28
130.61.32.224,2087,0,true,FRA,Europe,Frankfurt,401,1.28
141.147.165.144,8080,8080,false,NRT,Asia Pacific,Tokyo,375,1.28
144.24.187.27,443,0,true,FRA,Europe,Frankfurt,385,1.28
144.24.68.164,8080,8080,false,NRT,Asia Pacific,Tokyo,120,1.28
130.61.173.66,2096,0,true,FRA,Europe,Frankfurt,617,1.28
158.180.62.113,80,80,false,FRA,Europe,Frankfurt,235,1.28
130.61.18.136,2052,0,false,FRA,Europe,Frankfurt,383,1.28
158.101.166.134,8443,0,true,FRA,Europe,Frankfurt,362,1.28
158.180.42.164,8080,8080,false,FRA,Europe,Frankfurt,348,1.28
152.70.185.236,80,0,false,FRA,Europe,Frankfurt,355,1.28
130.61.224.164,2087,0,true,FRA,Europe,Frankfurt,361,1.28
138.2.46.147,2095,0,false,KIX,Asia Pacific,Osaka,71,1.28
130.61.118.80,2087,0,true,FRA,Europe,Frankfurt,351,1.28
141.147.93.97,2086,2086,false,LHR,Europe,London,240,1.28
130.61.231.90,2053,0,true,FRA,Europe,Frankfurt,395,1.28
140.238.74.137,8080,8080,false,LHR,Europe,London,194,1.28
141.147.14.247,2086,0,false,FRA,Europe,Frankfurt,356,1.27
130.61.23.8,443,0,true,FRA,Europe,Frankfurt,348,1.27
130.61.225.85,8443,0,true,FRA,Europe,Frankfurt,319,1.27
141.147.24.95,2096,0,true,FRA,Europe,Frankfurt,156,1.27
130.61.123.23,8443,0,true,FRA,Europe,Frankfurt,187,1.27
130.61.212.106,2053,0,true,FRA,Europe,Frankfurt,392,1.27
130.61.169.174,2053,0,true,FRA,Europe,Frankfurt,354,1.27
144.24.173.147,8880,8880,false,FRA,Europe,Frankfurt,411,1.27
138.2.156.239,80,80,false,FRA,Europe,Frankfurt,207,1.27
130.61.141.35,2082,0,false,FRA,Europe,Frankfurt,150,1.27
130.61.244.155,8080,0,false,FRA,Europe,Frankfurt,157,1.27
130.61.215.1,8080,0,false,FRA,Europe,Frankfurt,389,1.27
152.67.67.215,443,0,true,MXP,Europe,Milan,161,1.27
130.61.19.46,8080,0,false,FRA,Europe,Frankfurt,154,1.27
89.168.114.53,2082,0,false,FRA,Europe,Frankfurt,361,1.27
130.61.149.58,8080,0,false,FRA,Europe,Frankfurt,357,1.27
129.159.197.159,2052,2052,false,FRA,Europe,Frankfurt,310,1.27
141.147.23.198,2052,2052,false,FRA,Europe,Frankfurt,366,1.27
141.147.54.120,2096,0,true,FRA,Europe,Frankfurt,377,1.27
130.61.148.107,80,0,false,FRA,Europe,Frankfurt,269,1.27
141.147.59.222,2087,0,true,FRA,Europe,Frankfurt,289,1.27
193.122.100.11,8080,0,false,NRT,Asia Pacific,Tokyo,121,1.27
140.238.80.17,80,80,false,LHR,Europe,London,174,1.27
193.122.100.11,2087,0,true,NRT,Asia Pacific,Tokyo,127,1.27
130.61.177.146,2087,0,true,FRA,Europe,Frankfurt,357,1.27
130.61.128.119,8080,8080,false,FRA,Europe,Frankfurt,386,1.27
141.147.165.144,80,0,false,NRT,Asia Pacific,Tokyo,395,1.27
158.180.88.31,443,80,true,NRT,Asia Pacific,Tokyo,96,1.27
130.61.216.197,8443,0,true,FRA,Europe,Frankfurt,339,1.27
130.61.158.160,2083,0,true,FRA,Europe,Frankfurt,350,1.27
131.186.36.169,2096,0,true,NRT,Asia Pacific,Tokyo,380,1.26
132.226.131.38,2082,2082,false,LHR,Europe,London,161,1.26
141.147.16.131,8080,0,false,FRA,Europe,Frankfurt,167,1.26
130.61.130.85,443,0,true,FRA,Europe,Frankfurt,329,1.26
130.61.27.158,2086,0,false,FRA,Europe,Frankfurt,387,1.26
130.61.212.178,8880,0,false,MUC,Europe,Munich,332,1.26
130.61.27.2,8080,8080,false,FRA,Europe,Frankfurt,152,1.26
140.238.93.181,2096,0,true,LHR,Europe,London,161,1.26
141.147.21.16,2083,0,true,FRA,Europe,Frankfurt,388,1.26
130.61.157.174,2083,0,true,FRA,Europe,Frankfurt,367,1.26
141.147.76.65,80,80,false,LHR,Europe,London,196,1.26
141.148.233.29,80,0,false,AMS,Europe,Amsterdam,166,1.26
130.61.168.188,2053,0,true,FRA,Europe,Frankfurt,173,1.26
129.159.241.131,2083,0,true,FRA,Europe,Frankfurt,372,1.26
168.138.202.38,443,80,true,NRT,Asia Pacific,Tokyo,391,1.26
130.61.143.10,2052,0,false,FRA,Europe,Frankfurt,160,1.26
130.61.173.176,8080,0,false,FRA,Europe,Frankfurt,380,1.26
141.147.70.218,2096,0,true,LHR,Europe,London,182,1.26
152.70.165.127,443,0,true,FRA,Europe,Frankfurt,389,1.26
158.180.49.183,2083,0,true,FRA,Europe,Frankfurt,365,1.26
146.56.140.189,2053,0,true,NRT,Asia Pacific,Tokyo,118,1.26
130.61.86.37,2086,2086,false,FRA,Europe,Frankfurt,316,1.26
144.24.187.183,8080,0,false,FRA,Europe,Frankfurt,384,1.26
130.61.190.24,8443,0,true,FRA,Europe,Frankfurt,359,1.26
140.238.98.102,8080,8080,false,LHR,Europe,London,174,1.26
140.238.92.226,2053,0,true,LHR,Europe,London,199,1.26
140.238.10.178,2095,2095,false,NRT,Asia Pacific,Tokyo,104,1.26
168.138.214.98,2052,2052,false,NRT,Asia Pacific,Tokyo,385,1.26
207.127.93.110,2083,0,true,ARN,Europe,Stockholm,236,1.26
144.24.94.9,443,80,true,NRT,Asia Pacific,Tokyo,127,1.26
146.56.116.27,2083,0,true,NRT,Asia Pacific,Tokyo,123,1.26
130.61.21.206,443,0,true,FRA,Europe,Frankfurt,336,1.26
130.61.173.30,8443,0,true,FRA,Europe,Frankfurt,346,1.26
130.61.23.8,8443,0,true,FRA,Europe,Frankfurt,358,1.26
130.61.87.143,2087,0,true,FRA,Europe,Frankfurt,155,1.26
141.147.46.50,2083,0,true,FRA,Europe,Frankfurt,360,1.26
130.61.139.184,2082,2082,false,FRA,Europe,Frankfurt,282,1.26
141.147.40.57,2052,2052,false,FRA,Europe,Frankfurt,259,1.26
132.145.251.53,8443,0,true,FRA,Europe,Frankfurt,380,1.25
141.147.16.131,2052,0,false,FRA,Europe,Frankfurt,357,1.25
144.24.185.135,2053,0,true,FRA,Europe,Frankfurt,360,1.25
130.61.235.191,8443,0,true,FRA,Europe,Frankfurt,357,1.25
130.162.176.127,2082,2082,false,LHR,Europe,London,187,1.25
158.180.47.52,2082,0,false,FRA,Europe,Frankfurt,381,1.25
130.61.108.155,8880,0,false,FRA,Europe,Frankfurt,162,1.25
130.61.223.33,8443,0,true,FRA,Europe,Frankfurt,401,1.25
130.162.182.35,2096,0,true,LHR,Europe,London,219,1.25
143.47.246.113,2083,0,true,LHR,Europe,London,161,1.25
130.61.87.107,2096,0,true,FRA,Europe,Frankfurt,308,1.25
141.147.187.230,2052,2052,false,NRT,Asia Pacific,Tokyo,358,1.25
140.238.70.251,2083,0,true,LHR,Europe,London,185,1.25
130.61.177.9,2086,0,false,FRA,Europe,Frankfurt,323,1.25
140.238.97.203,2096,0,true,LHR,Europe,London,160,1.25
207.127.95.134,2087,0,true,ARN,Europe,Stockholm,276,1.25
130.61.210.108,8443,0,true,FRA,Europe,Frankfurt,347,1.25
130.61.226.174,2082,0,false,FRA,Europe,Frankfurt,316,1.25
64.110.74.236,2052,0,false,NRT,Asia Pacific,Tokyo,39,1.25
130.61.179.162,2082,2082,false,FRA,Europe,Frankfurt,159,1.25
158.180.56.83,2096,0,true,FRA,Europe,Frankfurt,162,1.25
130.61.237.139,2096,0,true,FRA,Europe,Frankfurt,372,1.25
130.61.213.99,8443,0,true,FRA,Europe,Frankfurt,442,1.25
89.168.100.10,2053,0,true,FRA,Europe,Frankfurt,337,1.25
132.145.24.22,2053,0,true,LHR,Europe,London,164,1.25
130.61.86.36,8880,0,false,FRA,Europe,Frankfurt,374,1.25
193.122.2.248,2052,2052,false,FRA,Europe,Frankfurt,303,1.25
130.61.88.186,2096,0,true,FRA,Europe,Frankfurt,406,1.24
158.180.35.139,8080,8080,false,FRA,Europe,Frankfurt,162,1.24
140.238.92.0,8443,0,true,LHR,Europe,London,184,1.24
130.61.187.38,8443,0,true,FRA,Europe,Frankfurt,347,1.24
152.70.246.67,8880,8880,false,NRT,Asia Pacific,Tokyo,105,1.24
152.70.96.213,8443,0,true,NRT,Asia Pacific,Tokyo,309,1.24
152.70.110.29,2052,2052,false,NRT,Asia Pacific,Tokyo,379,1.24
141.147.165.144,2052,2052,false,NRT,Asia Pacific,Tokyo,426,1.24
152.70.179.84,2083,0,true,FRA,Europe,Frankfurt,165,1.24
143.47.244.54,443,80,true,LHR,Europe,London,178,1.24
130.61.224.8,8880,0,false,FRA,Europe,Frankfurt,155,1.24
193.122.99.231,2096,2096,true,NRT,Asia Pacific,Tokyo,175,1.24
130.61.235.94,2095,0,false,FRA,Europe,Frankfurt,334,1.24
158.180.42.250,2087,0,true,FRA,Europe,Frankfurt,171,1.24
144.24.186.104,443,0,true,FRA,Europe,Frankfurt,158,1.24
141.147.57.105,2053,0,true,FRA,Europe,Frankfurt,348,1.24
130.61.150.15,443,0,true,FRA,Europe,Frankfurt,153,1.24
130.61.119.63,8880,8880,false,FRA,Europe,Frankfurt,361,1.24
131.186.61.31,2053,0,true,NRT,Asia Pacific,Tokyo,400,1.24
158.180.57.119,2082,0,false,FRA,Europe,Frankfurt,162,1.24
130.61.238.98,8080,8080,false,FRA,Europe,Frankfurt,153,1.24
131.186.41.209,2083,2083,true,NRT,Asia Pacific,Tokyo,273,1.24
132.145.69.201,2083,0,true,LHR,Europe,London,233,1.24
144.24.187.247,2086,0,false,FRA,Europe,Frankfurt,159,1.24
141.147.38.213,443,80,true,FRA,Europe,Frankfurt,329,1.24
130.61.175.126,8080,0,false,FRA,Europe,Frankfurt,356,1.24
132.145.122.23,8443,0,true,NRT,Asia Pacific,Tokyo,384,1.24
130.61.158.160,2053,0,true,FRA,Europe,Frankfurt,173,1.24
130.61.24.68,2095,2095,false,FRA,Europe,Frankfurt,372,1.24
152.70.161.171,2087,0,true,FRA,Europe,Frankfurt,351,1.23
130.162.163.139,2095,2095,false,LHR,Europe,London,176,1.23
130.61.27.155,2087,0,true,FRA,Europe,Frankfurt,379,1.23
158.180.54.75,2086,2086,false,FRA,Europe,Frankfurt,312,1.23
138.2.162.219,8443,0,true,FRA,Europe,Frankfurt,154,1.23
168.138.210.130,8880,8880,false,NRT,Asia Pacific,Tokyo,381,1.23
158.180.57.119,2086,0,false,FRA,Europe,Frankfurt,258,1.23
158.180.58.50,2053,0,true,FRA,Europe,Frankfurt,409,1.23
158.180.50.133,443,0,true,FRA,Europe,Frankfurt,372,1.23
143.47.229.245,443,80,true,LHR,Europe,London,236,1.23
141.147.48.234,2053,0,true,FRA,Europe,Frankfurt,384,1.23
141.147.69.146,2096,0,true,LHR,Europe,London,225,1.23
146.56.146.167,2086,2086,false,NRT,Asia Pacific,Tokyo,100,1.23
168.138.204.201,2086,2086,false,NRT,Asia Pacific,Tokyo,324,1.23
130.61.222.120,2052,0,false,FRA,Europe,Frankfurt,158,1.23
130.61.119.6,2096,0,true,FRA,Europe,Frankfurt,367,1.23
130.61.112.232,8880,8880,false,FRA,Europe,Frankfurt,347,1.23
193.122.61.235,2087,0,true,FRA,Europe,Frankfurt,155,1.23
130.61.224.196,80,0,false,FRA,Europe,Frankfurt,160,1.23
152.67.141.129,2082,2082,false,LHR,Europe,London,191,1.23
129.151.94.25,8080,8080,false,LHR,Europe,London,186,1.22
141.147.58.241,8880,8880,false,FRA,Europe,Frankfurt,376,1.22
158.180.87.252,2087,0,true,NRT,Asia Pacific,Tokyo,136,1.22
141.147.96.102,8443,0,true,LHR,Europe,London,177,1.22
130.61.231.90,443,0,true,FRA,Europe,Frankfurt,336,1.22
141.147.29.135,2053,0,true,FRA,Europe,Frankfurt,323,1.22
130.61.236.212,2086,0,false,FRA,Europe,Frankfurt,159,1.22
130.61.222.244,2052,2052,false,FRA,Europe,Frankfurt,389,1.22
140.238.99.140,2053,0,true,LHR,Europe,London,186,1.22
144.24.186.104,2086,2086,false,FRA,Europe,Frankfurt,162,1.22
141.147.29.145,8443,0,true,FRA,Europe,Frankfurt,357,1.22
141.147.173.187,8080,8080,false,NRT,Asia Pacific,Tokyo,264,1.22
132.145.57.209,2096,0,true,LHR,Europe,London,182,1.22
141.148.233.214,8080,0,false,AMS,Europe,Amsterdam,164,1.22
130.61.27.155,80,0,false,FRA,Europe,Frankfurt,346,1.22
130.61.237.139,2095,2095,false,FRA,Europe,Frankfurt,347,1.22
158.101.169.35,2087,0,true,FRA,Europe,Frankfurt,167,1.22
141.147.15.93,2096,0,true,FRA,Europe,Frankfurt,359,1.22
168.138.204.201,8880,8880,false,NRT,Asia Pacific,Tokyo,402,1.22
141.147.183.236,80,80,false,NRT,Asia Pacific,Tokyo,261,1.22
130.61.201.130,2082,2082,false,FRA,Europe,Frankfurt,371,1.22
141.147.31.246,2082,0,false,FRA,Europe,Frankfurt,333,1.22
132.145.29.156,2083,0,true,LHR,Europe,London,183,1.22
150.230.207.202,2053,0,true,NRT,Asia Pacific,Tokyo,400,1.22
130.61.247.215,2083,0,true,FRA,Europe,Frankfurt,360,1.22
130.61.115.163,2086,0,false,FRA,Europe,Frankfurt,385,1.22
193.122.59.206,2082,0,false,FRA,Europe,Frankfurt,154,1.22
144.24.161.79,2095,2095,false,FRA,Europe,Frankfurt,366,1.22
140.238.92.60,443,80,true,LHR,Europe,London,220,1.22
146.56.119.35,2095,2095,false,NRT,Asia Pacific,Tokyo,114,1.22
158.180.56.14,2096,0,true,FRA,Europe,Frankfurt,162,1.21
131.186.33.19,2083,2083,true,NRT,Asia Pacific,Tokyo,387,1.21
130.61.222.30,2095,0,false,FRA,Europe,Frankfurt,304,1.21
129.154.211.173,443,80,true,NRT,Asia Pacific,Tokyo,250,1.21
152.70.108.159,443,0,true,NRT,Asia Pacific,Tokyo,339,1.21
193.122.109.134,8443,0,true,NRT,Asia Pacific,Tokyo,202,1.21
152.70.178.205,8080,0,false,FRA,Europe,Frankfurt,151,1.21
141.147.81.246,8080,8080,false,LHR,Europe,London,164,1.21
130.61.21.21,8443,0,true,FRA,Europe,Frankfurt,173,1.21
130.61.149.52,2095,0,false,FRA,Europe,Frankfurt,160,1.21
130.61.168.41,2082,0,false,FRA,Europe,Frankfurt,159,1.21
130.61.208.239,2083,0,true,FRA,Europe,Frankfurt,377,1.21
140.238.98.239,2082,2082,false,LHR,Europe,London,177,1.21
130.61.230.198,443,0,true,FRA,Europe,Frankfurt,417,1.21
144.21.63.58,2087,0,true,LHR,Europe,London,182,1.21
130.61.109.230,443,80,true,FRA,Europe,Frankfurt,399,1.21
140.238.63.146,2082,2082,false,NRT,Asia Pacific,Tokyo,243,1.21
158.180.34.155,443,0,true,FRA,Europe,Frankfurt,427,1.21
129.151.88.100,80,80,false,LHR,Europe,London,172,1.21
130.61.226.37,8880,8880,false,FRA,Europe,Frankfurt,172,1.21
168.138.207.204,8880,8880,false,NRT,Asia Pacific,Tokyo,353,1.21
144.24.189.106,2095,0,false,FRA,Europe,Frankfurt,354,1.21
130.61.22.65,2082,0,false,FRA,Europe,Frankfurt,387,1.21
130.61.238.100,2096,0,true,FRA,Europe,Frankfurt,361,1.21
132.145.30.88,2087,0,true,LHR,Europe,London,197,1.21
207.127.95.215,2095,2095,false,OSL,Europe,Oslo,264,1.21
207.127.95.246,80,80,false,OSL,Europe,Oslo,189,1.21
152.70.160.57,2083,0,true,FRA,Europe,Frankfurt,354,1.20
144.24.187.16,2095,0,false,FRA,Europe,Frankfurt,158,1.20
141.147.16.21,2082,0,false,FRA,Europe,Frankfurt,379,1.20
140.238.34.8,2095,2095,false,NRT,Asia Pacific,Tokyo,255,1.20
130.61.172.240,2082,2082,false,FRA,Europe,Frankfurt,333,1.20
130.61.29.225,8080,0,false,FRA,Europe,Frankfurt,307,1.20
152.70.163.83,443,0,true,FRA,Europe,Frankfurt,345,1.20
130.61.136.42,2053,0,true,FRA,Europe,Frankfurt,323,1.20
130.61.16.107,2095,2095,false,FRA,Europe,Frankfurt,371,1.20
141.147.74.57,8080,8080,false,LHR,Europe,London,174,1.20
141.147.84.186,443,80,true,LHR,Europe,London,181,1.20
141.147.189.39,2083,0,true,NRT,Asia Pacific,Tokyo,609,1.20
168.138.223.147,80,80,false,NRT,Asia Pacific,Tokyo,367,1.20
130.61.170.168,8443,0,true,FRA,Europe,Frankfurt,370,1.20
130.61.222.120,8080,0,false,FRA,Europe,Frankfurt,353,1.20
130.61.117.243,80,80,false,FRA,Europe,Frankfurt,365,1.20
158.180.61.120,8443,0,true,FRA,Europe,Frankfurt,395,1.20
144.24.83.16,2053,0,true,ICN,Asia Pacific,Seoul,93,1.20
130.61.216.19,2095,2095,false,FRA,Europe,Frankfurt,158,1.20
130.61.224.164,2052,2052,false,FRA,Europe,Frankfurt,334,1.20
130.61.141.189,2082,0,false,FRA,Europe,Frankfurt,159,1.19
130.61.175.242,443,0,true,FRA,Europe,Frankfurt,345,1.19
130.61.169.47,2095,0,false,FRA,Europe,Frankfurt,158,1.19
132.226.14.24,2052,2052,false,NRT,Asia Pacific,Tokyo,392,1.19
141.147.29.145,80,0,false,FRA,Europe,Frankfurt,333,1.19
207.127.89.209,2095,2095,false,OSL,Europe,Oslo,210,1.19
141.147.110.13,2083,0,true,LHR,Europe,London,177,1.19
130.61.146.77,2053,0,true,FRA,Europe,Frankfurt,368,1.19
130.61.130.177,2086,0,false,FRA,Europe,Frankfurt,365,1.19
152.70.104.55,2053,0,true,NRT,Asia Pacific,Tokyo,398,1.19
130.61.86.161,8443,0,true,FRA,Europe,Frankfurt,160,1.19
130.61.103.184,2096,0,true,FRA,Europe,Frankfurt,172,1.19
141.147.190.43,8880,8880,false,NRT,Asia Pacific,Tokyo,217,1.19
130.61.87.39,2096,0,true,FRA,Europe,Frankfurt,361,1.19
141.147.78.251,2086,2086,false,LHR,Europe,London,161,1.19
152.70.106.83,2087,0,true,NRT,Asia Pacific,Tokyo,344,1.19
158.180.43.168,2086,2086,false,FRA,Europe,Frankfurt,154,1.19
132.145.251.198,8443,0,true,FRA,Europe,Frankfurt,169,1.19
130.61.221.161,2086,2086,false,FRA,Europe,Frankfurt,281,1.19
138.2.176.248,443,0,true,FRA,Europe,Frankfurt,171,1.19
141.147.50.240,2087,0,true,FRA,Europe,Frankfurt,363,1.19
144.24.189.106,2087,0,true,FRA,Europe,Frankfurt,354,1.19
141.147.59.26,2082,2082,false,FRA,Europe,Frankfurt,351,1.19
158.180.56.108,2052,2052,false,FRA,Europe,Frankfurt,330,1.19
130.162.177.83,80,80,false,LHR,Europe,London,174,1.19
140.238.46.92,2087,0,true,NRT,Asia Pacific,Tokyo,469,1.19
141.147.162.107,2095,2095,false,NRT,Asia Pacific,Tokyo,415,1.18
141.147.3.86,2053,0,true,FRA,Europe,Frankfurt,178,1.18
130.162.184.194,2086,2086,false,LHR,Europe,London,160,1.18
152.67.67.215,2096,0,true,MXP,Europe,Milan,151,1.18
132.226.5.242,2095,2095,false,NRT,Asia Pacific,Tokyo,351,1.18
193.122.100.11,80,80,false,NRT,Asia Pacific,Tokyo,108,1.18
140.238.100.48,2096,0,true,LHR,Europe,London,331,1.18
158.180.55.255,443,0,true,FRA,Europe,Frankfurt,397,1.18
141.147.58.241,2083,0,true,FRA,Europe,Frankfurt,159,1.18
130.61.184.191,2053,0,true,FRA,Europe,Frankfurt,349,1.18
130.61.118.162,80,80,false,FRA,Europe,Frankfurt,333,1.18
141.147.166.110,2052,2052,false,NRT,Asia Pacific,Tokyo,359,1.18
130.61.24.127,2083,0,true,FRA,Europe,Frankfurt,389,1.18
150.230.112.151,8880,0,false,LHR,Europe,London,173,1.18
89.168.114.53,2095,2095,false,FRA,Europe,Frankfurt,305,1.18
168.138.207.23,443,80,true,NRT,Asia Pacific,Tokyo,373,1.18
130.61.220.31,8443,0,true,FRA,Europe,Frankfurt,375,1.18
132.226.13.110,2087,0,true,NRT,Asia Pacific,Tokyo,397,1.18
138.2.161.37,80,80,false,FRA,Europe,Frankfurt,153,1.18
146.56.114.56,2096,0,true,NRT,Asia Pacific,Tokyo,120,1.18
130.61.148.73,2082,0,false,FRA,Europe,Frankfurt,352,1.18
130.61.218.67,80,80,false,FRA,Europe,Frankfurt,338,1.18
130.61.88.186,2086,0,false,FRA,Europe,Frankfurt,305,1.18
158.180.87.192,8443,0,true,NRT,Asia Pacific,Tokyo,112,1.18
140.238.175.139,2087,0,true,MXP,Europe,Milan,176,1.18
131.186.62.80,443,80,true,NRT,Asia Pacific,Tokyo,362,1.18
141.147.26.120,80,80,false,FRA,Europe,Frankfurt,161,1.18
152.70.108.159,2053,0,true,NRT,Asia Pacific,Tokyo,359,1.18
158.101.192.117,2053,0,true,AMS,Europe,Amsterdam,165,1.18
144.24.187.98,2086,2086,false,FRA,Europe,Frankfurt,383,1.18
141.147.15.189,2087,0,true,FRA,Europe,Frankfurt,321,1.18
140.83.38.251,443,80,true,NRT,Asia Pacific,Tokyo,378,1.18
193.122.99.246,80,80,false,NRT,Asia Pacific,Tokyo,104,1.18
130.61.150.204,2082,0,false,FRA,Europe,Frankfurt,312,1.18
158.180.43.168,443,0,true,FRA,Europe,Frankfurt,356,1.18
168.138.202.38,2052,2052,false,NRT,Asia Pacific,Tokyo,338,1.18
152.70.109.253,2086,2086,false,NRT,Asia Pacific,Tokyo,368,1.17
141.147.13.202,2095,2095,false,FRA,Europe,Frankfurt,331,1.17
152.70.165.127,2086,0,false,FRA,Europe,Frankfurt,159,1.17
130.162.160.194,80,0,false,LHR,Europe,London,160,1.17
140.238.92.247,2087,0,true,LHR,Europe,London,224,1.17
130.162.163.17,8080,8080,false,LHR,Europe,London,160,1.17
130.61.172.238,8443,0,true,FRA,Europe,Frankfurt,160,1.17
158.180.46.20,2052,0,false,FRA,Europe,Frankfurt,152,1.17
138.2.40.219,2053,0,true,KIX,Asia Pacific,Osaka,85,1.17
158.180.45.237,2083,0,true,FRA,Europe,Frankfurt,270,1.17
141.147.165.144,443,80,true,NRT,Asia Pacific,Tokyo,387,1.17
130.61.249.254,2052,2052,false,FRA,Europe,Frankfurt,154,1.17
158.180.46.15,2083,0,true,FRA,Europe,Frankfurt,392,1.17
130.61.238.48,8443,0,true,FRA,Europe,Frankfurt,360,1.17
152.70.161.116,2082,0,false,FRA,Europe,Frankfurt,345,1.17
130.61.228.227,2082,0,false,FRA,Europe,Frankfurt,158,1.17
144.24.164.10,2086,0,false,FRA,Europe,Frankfurt,164,1.17
158.180.57.175,8880,0,false,FRA,Europe,Frankfurt,341,1.17
141.147.26.120,8080,8080,false,FRA,Europe,Frankfurt,348,1.17
130.61.117.141,2053,0,true,FRA,Europe,Frankfurt,174,1.17
152.70.110.29,2053,0,true,NRT,Asia Pacific,Tokyo,313,1.17
130.61.226.172,2052,0,false,FRA,Europe,Frankfurt,359,1.17
130.61.117.141,80,80,false,FRA,Europe,Frankfurt,356,1.16
129.159.244.97,443,0,true,FRA,Europe,Frankfurt,351,1.16
141.147.35.183,8880,8880,false,FRA,Europe,Frankfurt,262,1.16
130.61.175.126,2095,2095,false,FRA,Europe,Frankfurt,162,1.16
140.238.92.225,2096,0,true,LHR,Europe,London,183,1.16
193.122.116.249,8443,0,true,NRT,Asia Pacific,Tokyo,161,1.16
130.61.93.180,2096,0,true,FRA,Europe,Frankfurt,159,1.16
146.56.119.35,2086,2086,false,NRT,Asia Pacific,Tokyo,113,1.16
130.61.29.230,2083,0,true,FRA,Europe,Frankfurt,343,1.16
152.70.98.190,2052,2052,false,NRT,Asia Pacific,Tokyo,359,1.16
158.180.46.15,8080,0,false,FRA,Europe,Frankfurt,157,1.16
130.61.210.108,2086,2086,false,FRA,Europe,Frankfurt,294,1.16
140.238.77.240,2095,2095,false,LHR,Europe,London,196,1.16
168.138.212.178,443,80,true,NRT,Asia Pacific,Tokyo,402,1.16
130.61.221.213,2086,2086,false,FRA,Europe,Frankfurt,279,1.16
152.70.185.51,2083,0,true,FRA,Europe,Frankfurt,365,1.15
150.230.113.93,2052,0,false,LHR,Europe,London,179,1.15
130.61.113.140,2083,0,true,FRA,Europe,Frankfurt,325,1.15
129.146.254.39,443,80,true,LAX,North America,Los Angeles,190,1.15
130.61.150.156,2086,0,false,FRA,Europe,Frankfurt,155,1.15
158.180.49.55,80,0,false,FRA,Europe,Frankfurt,269,1.15
141.147.183.236,2052,2052,false,NRT,Asia Pacific,Tokyo,280,1.15
158.101.70.46,443,80,true,NRT,Asia Pacific,Tokyo,341,1.15
